name,status,description,start_date,end_date,requirements,funding,contact,url
Accompagner les actions de préservation et de restauration des infrastructures vertes et bleues,NA,"Le projet vise à accompagner les actions de préservation et de restauration des infrastructures vertes et bleues dans la région Auvergne-Rhône-Alpes, en utilisant les financements européens du FEDER. Les bénéficiaires éligibles sont les organismes publics, les collectivités territoriales et leurs groupements, les associations, les chambres consulaires et les syndicats mixtes. Les candidatures peuvent être déposées sur le portail e-synergie, après vérification de l'éligibilité du projet auprès de l'autorité de gestion.",NA,NA,"- Mise en œuvre d’une stratégie territoriale de préservation et de restauration de la trame verte et bleue.
- Opérations coordonnées pour la préservation et la restauration des infrastructures vertes et bleues.
- Candidats éligibles: organismes publics, collectivités territoriales et leurs groupements, associations, chambres consulaires, syndicats mixtes.
- Territoires éligibles: Région Auvergne-Rhône-Alpes.
- Contactez l'autorité de gestion pour vérifier l'éligibilité du projet et être accompagné.
- Déposez la demande sur le portail e-synergie.
- Téléchargez le Document de Mise en Œuvre (DOMO) correspondant.",NA,"Contact name: Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
Contact address: 101 cours Charlemagne CS 20033 69269 LYON CEDEX 02 France
Contact email: NA
Contact phone: NA",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-les-actions-de-preservation-et-de-restauration-des-infrastructures
Améliorer l’accessibilité des soins en Auvergne-Rhône-Alpes (DOMO_TA_4.4.5.1),NA,"Le projet vise à améliorer l'accessibilité des soins en Auvergne-Rhône-Alpes en soutenant des investissements dans des équipements de santé, des aménagements nécessaires à leur installation et des infrastructures de santé. Les bénéficiaires éligibles sont les établissements publics de santé, les ESPIC et les établissements de santé privés à but non lucratif.",NA,NA,"1. The project should aim to improve the accessibility of healthcare services in Auvergne-Rhône-Alpes.
2. The project should support investments in healthcare equipment and necessary installations, including new equipment or the replacement of existing equipment with more efficient ones.
3. The project should support investments in healthcare infrastructure buildings.
4. Only certain types of healthcare institutions are eligible to apply, including public healthcare institutions (except the Regional University Hospitals), private healthcare institutions of collective interest, and non-profit private healthcare institutions.
5. Applicants should contact the management authority to verify the eligibility of their project and receive guidance before submitting their application.
6. The application should be submitted through the e-synergie portal.
7. The contact information for the Regional Auvergne-Rhône-Alpes and the European Funds Department should be provided.
8. The Document of Implementation (DOMO) corresponding to the project can be downloaded.
9. The project should comply with the accessibility requirements and regulations.
10. The project should comply with data protection laws and regulations.",NA,"Contact information: 
Région Auvergne-Rhône-Alpes | Direction des Fonds Européens 
101 cours Charlemagne 
CS 20033 
69269 LYON CEDEX 02 
France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/ameliorer-l-accessibilite-des-soins-en-auvergne-rhone-alpes-domota4451
Soutenir les projets de tourisme social et éducatif (DOMO_TA_4.4.6.2),NA,"The project aims to support social and educational tourism projects, specifically those related to vacation centers, vacation villages, international stay centers, and youth hostels. The goal is to promote social inclusion by providing access to tourism for all, attracting new customers in the future, and sustaining the economy of tourist areas. The FEDER will provide funding for investment projects and their pre-operational studies that contribute to the maintenance and improvement of tourist accommodation and educational stays.",NA,NA,"- Projects must be related to social and educational tourism.
- Projects must involve investment and pre-operational studies.
- Eligible candidates include territorial communities, their associations and operators, mixed economy companies, associations, and SMEs.",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-les-projets-de-tourisme-social-et-educatif-domota4462
Lutter contre les inondations (DOMO_TA_8.5.2.1),NA,"Le projet vise à renforcer la capacité du territoire à faire face au risque d'inondation en développant des outils d'aide à la décision, en favorisant la résilience des territoires, en sensibilisant les publics et en réduisant les dommages causés par les inondations. Il est ouvert aux candidats éligibles tels que les collectivités locales, l'Etat, les universités, les PME, les associations, etc. Les candidatures peuvent être déposées sur le portail e-synergie, après vérification d'éligibilité auprès de l'autorité de gestion.",NA,NA,"- Improve knowledge of the risk and develop decision support tools
- Foster resilience of territories through investments to reduce damage costs, minimize dysfunction, and promote activity recovery
- Raise awareness among the public about the risk of flooding and its implications
- Eligible candidates: Local authorities, their groups and operators, the State and its agencies, universities and research laboratories, SMEs and business federations, associations, chambers of commerce
- Eligible territories: Rhône-Saône region",NA,"Contact Name: Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
Contact Email: NA
Contact Phone: NA",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/lutter-contre-les-inondations-domota8521
Améliorer la préservation de la biodiversité spécifique (DOMO_TA_8.5.2.2),NA,Les actions soutenues visent à préserver et restaurer la biodiversité et les fonctionnalités écologiques du Rhône et de la Saône.,NA,NA,"- The project aims to preserve and restore the biodiversity and ecological functions of the Rhône and Saône rivers.
- Eligible candidates include local authorities, their associations, operators, and representatives, as well as state agencies, universities, research laboratories, environmental or research mission associations, and consular bodies.
- The project must be submitted through the e-synergie portal.
- Interested parties should contact the managing authority to verify the eligibility of their project and receive guidance.
- The project must align with the objectives and guidelines outlined in the Document de Mise en Œuvre (DOMO).",NA,"Contactez l’autorité de gestion avant tout dépôt de dossier pour vérifier l’éligibilité de votre projet et être accompagné.

Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
101 cours Charlemagne
CS 20033
69269 LYON CEDEX 02
France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/ameliorer-la-preservation-de-la-biodiversite-specifique-domota8522
Améliorer la compétitivité et accompagner la transition énergétique et écologique du transport fluvial et des ports (DOMO_TA_8.5.2.3),NA,"Les actions soutenues visent à renforcer la compétitivité, la transition énergétique et écologique du transport fluvial et des ports.",NA,NA,"- Renforcer la compétitivité, la transition énergétique et écologique du transport fluvial et des ports
- Candidats éligibles : collectivités locales, leurs groupements, leurs opérateurs et leurs mandataires, l'Etat et ses agences et établissements publics, universités, établissements d'enseignement supérieur, laboratoires de recherche, PME, TPE et fédérations d'entreprises, organismes consulaires, associations
- Territoires éligibles : non spécifié",NA,"Contact information: 
Région Auvergne-Rhône-Alpes
Address: 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France
Website: [regionaura.eu](https://www.auvergnerhonealpes.fr/)
Email: NA
Phone: NA",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/ameliorer-la-competitivite-et-accompagner-la-transition-energetique-et-ecologique
Développer un tourisme durable le long du Rhône et de la Saône (DOMO_TA_8.5.2.4),NA,"The project aims to develop sustainable tourism along the Rhône and Saône rivers, specifically focusing on cycling routes and public services along the ""ViaRhôna"" and ""La Voie Bleue, Moselle Saône à vélo"" routes. It is funded by the European Regional Development Fund (ERDF) and eligible applicants include local authorities, their groups and operators, as well as SMEs, associations, and tourism offices. The project is managed by the Region Auvergne-Rhône-Alpes and interested parties should contact them for eligibility and application process details.",NA,NA,"- The project must focus on developing sustainable tourism along the Rhône and Saône rivers.
- The project must involve the improvement of cycling routes and public services along the ViaRhôna and Moselle Saône à Vélo.
- Eligible candidates include local authorities, their groups, operators, and representatives, as well as state agencies and public institutions, SMEs and business federations, associations, and tourism offices.
- The project must be submitted through the e-synergie portal.
- Applicants must contact the managing authority to verify the eligibility of their project and receive support.
- The project must be implemented in the Auvergne-Rhône-Alpes region.",NA,NA,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/developper-un-tourisme-durable-le-long-du-rhone-et-de-la-saone-domota8524
Accompagner la création/reprise d’entreprises au bénéfice de l’employabilité des publics (DOMO_TA_9.4.1.1),NA,The FSE+ supports structures that accompany creators/repreneurs in their business creation/recovery projects.,NA,NA,"- Structures accompagnant des créateurs/repreneurs dans leur projet de création/reprise d'entreprise (hors monde agricole)
- Organismes consulaires structurées à un niveau régional
- Associations
- Agences régionales
- Collectivités territoriales et leurs groupements
- Entreprises
- Coopératives d'activités et d'emplois
- Vérifier l'éligibilité du projet et être accompagné par l'autorité de gestion avant tout dépôt de dossier
- Déposer la demande sur le portail e-synergie
- Télécharger le Document de Mise en Œuvre (DOMO) correspondant",NA,"Contactez la Région Auvergne-Rhône-Alpes au 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France.",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-la-creationreprise-d-entreprises-au-benefice-de-l-employabilite-des
Accompagner le développement de l’économie sociale et solidaire (ESS) (DOMO_TA_9.4.1.2),NA,Le FSE+ soutient les structures créant un contrat à durée indéterminée (CDI) dont l'objectif est de développer l’activité ESS de la structure et les projets d’entrepreneuriat permettant la reprise de leur entreprise par les salariés.,NA,NA,"- The project must create permanent job contracts (CDIs).
- The objective is to develop the social and solidarity economy (ESS) activity of the structure.
- The project must support entrepreneurship initiatives that allow employees to take over their businesses.
- Eligible candidates include associations, SCOP or SCIC, cooperatives, ESUS, social utility commercial companies, and local authorities.
- The project must be submitted through the e-synergie portal.
- Contact the management authority for eligibility verification and support before submitting the application.
- Download the corresponding Document de Mise en Œuvre (DOMO) for more information.
- The project must be related to the education, training, and sustainable employment or the social and solidarity economy (ESS) themes.",NA,NA,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-le-developpement-de-l-economie-sociale-et-solidaire-ess-domota9412
Soutenir les actions d’accompagnement en faveur des jeunes sans solution (DOMO_TA_9.4.6.1),NA,"Le FSE+ soutient les actions collectives et les actions de formation, de pré-apprentissage et de remise en formation, notamment à destination des jeunes pour faciliter leur future intégration professionnelle, les actions de prévention du décrochage et/ou en faveur du raccrochage pour les jeunes déscolarisés, sans solution et les actions déployant des services de médiation active permettant l’intégration professionnelle durable des jeunes.",NA,NA,"- Actions collectives et actions de formation, de pré-apprentissage et de remise en formation
- Actions de prévention du décrochage et/ou en faveur du raccrochage pour les jeunes déscolarisés, sans solution
- Actions déployant des services de médiation active permettant l’intégration professionnelle durable des jeunes.
- Les établissements scolaires, les organismes consulaires et les associations sont éligibles.
- Les candidats doivent contacter l’autorité de gestion avant de déposer leur demande de dossier pour vérifier l’éligibilité de leur projet et être accompagnés.
- Le dépôt de demande se fait sur le portail e-synergie.
- Les ressources téléchargeables incluent le Document de Mise en Œuvre (DOMO) correspondant.",NA,"Contact information: 

Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
Address: 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France
Email: NA
Phone: NA",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-les-actions-d-accompagnement-en-faveur-des-jeunes-sans-solution
Développer et promouvoir l’orientation vecteur d’insertion professionnelle durable (DOMO_TA_9.4.6.2),NA,"Le projet vise à développer et promouvoir l'orientation professionnelle durable en fournissant des financements pour l'information, l'orientation et la promotion des métiers. Les candidats éligibles comprennent les établissements scolaires et d'enseignement supérieur, les organismes consulaires, les acteurs de l'accueil, de l'information, de l'orientation et de l'emploi, les collectivités territoriales, les associations et les groupements d'intérêt public. Les territoires éligibles sont ceux de la région Auvergne-Rhône-Alpes. Les candidats intéressés doivent contacter l'autorité de gestion avant de déposer leur demande sur le portail e-synergie.",NA,NA,"- Projects must focus on information, orientation, and promotion of careers.
- Eligible applicants include educational institutions, chambers of commerce, employment-related organizations, local authorities, associations, and public interest groups.
- The project must be submitted through the e-synergie portal.
- Applicants are advised to contact the managing authority before submitting their proposal to confirm eligibility and receive support.
- The region's European Funds Directorate can be contacted for resources and assistance.
- The corresponding Document of Implementation (DOMO) can be downloaded for reference.",NA,"Autorité de gestion:
Région Auvergne-Rhône-Alpes

Contact:
Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
Adresse: 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France
Email: [No email provided]
Phone: [No phone number provided]",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/developper-et-promouvoir-l-orientation-vecteur-d-insertion-professionnelle
Soutenir et développer les parcours de formation (DOMO_TA_9.4.7.1),NA,Le projet vise à offrir une formation adaptée et/ou l'acquisition de savoirs et compétences aux demandeurs d'emploi en difficulté d'insertion professionnelle afin de favoriser leur insertion durable sur le marché du travail.,NA,NA,"- The FSE+ aims to provide tailored training and/or the acquisition of knowledge and skills to unemployed individuals facing difficulties in professional integration.
- The actions supported by the FSE+ should promote access to training for people with disabilities.
- Eligible candidates include professional bodies, local authorities, associations, and the National Agency for Adult Vocational Training (AFPA).
- The project must be submitted through the e-synergy portal.
- Interested parties should contact the managing authority to verify project eligibility and receive support.
- The project must align with the objectives of the Education, Training, and Sustainable Employment theme, as well as the Formation, Guidance, and Professional Pathways theme.
- The eligible territory for this funding is the Auvergne-Rhône-Alpes region.
- The Document of Implementation (DOMO) corresponding to this project can be downloaded.
- The contact information for the Regional Directorate of European Funds is provided.",NA,Contactez l'autorité de gestion avant tout dépôt de dossier pour vérifier l'éligibilité de votre projet et être accompagné.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-et-developper-les-parcours-de-formation-domota9471
Accompagner aux reconversions et mobilités professionnelles,NA,"The FSE+ aims to support anticipating changes and new skills requirements based on the labor market needs, facilitate professional transitions, and promote professional mobility.",NA,NA,"- Soutenir l'anticipation des changements et les nouvelles exigences en matière de compétences fondées sur les besoins du marché du travail
- Faciliter les transitions professionnelles
- Promouvoir la mobilité professionnelle",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-aux-reconversions-et-mobilites-professionnelles-domota9472
Promouvoir et former aux métiers de la santé et du sanitaire et social,NA,"Le projet vise à promouvoir et former aux métiers de la santé, du sanitaire et du social grâce au soutien du Fonds Social Européen (FSE+). Les organismes de formation, les collectivités territoriales, les associations et les acteurs du secteur social et médico-social sont éligibles pour bénéficier de cet investissement dans le capital humain. Le projet est géré par la Région Auvergne-Rhône-Alpes.",NA,NA,"- Supports investment in human capital
- Focuses on public health
- Reinforces training in the health and social sectors
- Open to accredited training organizations, local authorities, associations, and social and healthcare sector actors
- Eligible territories: Auvergne-Rhône-Alpes region
- Application procedure: Contact the managing authority before submitting a dossier to verify eligibility and receive assistance
- Resources and contacts: Regional Directorate of European Funds
- Downloadable resource: Document of Implementation (DOMO)
- Address of the Regional Directorate: 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France
- Contact information: Contact the Region
- Information on EU funds, programs, calls for projects, and beneficiary profiles
- Financing projects, submitting financing applications, tracking applications, communicating about projects, submitting payment requests
- Access to e-synergie platform and glossary.",NA,"Région Auvergne-Rhône-Alpes
101 cours Charlemagne
CS 20033
69269 LYON CEDEX 02
France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/promouvoir-et-former-aux-metiers-de-la-sante-et-du-sanitaire-et-social
Promouvoir et développer l’attractivité (DOMO_TA_7.5.2.6),NA,"Le projet vise à promouvoir et développer l'attractivité du territoire du Massif central en maintenant la population sur les territoires et en favorisant l'installation privée et professionnelle des nouveaux habitants. Les candidats éligibles à recevoir des aides européennes dans le cadre de ce projet sont les collectivités territoriales, leurs groupements, leurs opérateurs, les associations, les établissements publics, les chambres consulaires, les syndicats professionnels et les parcs naturels régionaux. Le dépôt des candidatures est ouvert et une procédure de demande d'aide est mise en place. Les candidats doivent contacter l'autorité de gestion et déposer leur demande sur le portail e-synergie. Les ressources et contacts pour obtenir plus d'informations sont disponibles auprès de la Région Auvergne-Rhône-Alpes.",NA,NA,"- Promotion and development of attractiveness of the Massif central territory
- Maintenance and increase of population in the territory
- Creation of favorable conditions for private and professional installation
- Eligible candidates include territorial authorities, their groups, operators, associations, public establishments, chambers of commerce, professional syndicates, and regional natural parks
- Availability of funding and resources through the FEDER program
- Contact the managing authority for eligibility verification and assistance in the application process",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/promouvoir-et-developper-l-attractivite-domota7526
Soutenir le désenclavement du Massif central (DOMO_TA_7.5.2.4),NA,"Le projet vise à soutenir le désenclavement du Massif central en développant la mobilité à l'échelle des bassins de vie et des traversées dans la région. Les candidats éligibles sont les collectivités territoriales, leurs groupements, leurs opérateurs, les associations, les Parcs naturels régionaux et les PME. Les candidatures peuvent être déposées sur le portail e-synergie.",NA,NA,"- Project must focus on the Massif central region and contribute to its mobility and connectivity.
- Eligible candidates include territorial collectivities, associations, natural regional parks, and small and medium-sized enterprises (PME).
- Applicants must contact the managing authority to verify project eligibility and receive support.
- Application must be submitted through the e-synergie portal.
- The project must align with the objectives and guidelines outlined in the Document de Mise en Œuvre (DOMO).
- The project must be in line with the regional and interregional administrative context and aim to improve mobility at the scale of living areas and crossings.
- Funding is provided by the European FEDER program.
- The project must contribute to the development of the Massif central region, reducing its isolation and improving access to surrounding urban areas.
- The deadline for submitting applications is open.",NA,"Contact: Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
Email: NA
Phone: NA
Address: 101 cours Charlemagne, CS 20033, 69269 LYON CEDEX 02, France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-le-desenclavement-du-massif-central-domota7524
Enrayer la perte de biodiversité des écosystèmes emblématiques du Massif central,NA,Enrayer la perte de biodiversité des écosystèmes emblématiques du Massif central.,NA,NA,"- Enrayer la perte de biodiversité des écosystèmes emblématiques du Massif central
- Candidats éligibles : Collectivités territoriales, leurs groupements et leurs opérateurs, Associations, Etablissements publics, Chambres consulaires, Syndicats professionnels, Parcs naturels régionaux
- Procédure de demande d'aide : Contactez l'autorité de gestion avant tout dépôt de dossier pour vérifier l'éligibilité de votre projet et être accompagné, Déposez votre demande sur le portail e-synergie",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/enrayer-la-perte-de-biodiversite-des-ecosystemes-emblematiques-du-massif-central
Accompagner l'adaptation aux changements climatiques notamment de la gestion durable de l'eau.,NA,"Le projet vise à accompagner l'adaptation aux changements climatiques, en particulier dans la gestion durable de l'eau. Les candidats éligibles sont les collectivités territoriales et leurs groupements, les associations, les établissements publics, les chambres consulaires, les syndicats professionnels, les syndicats mixtes et les parcs naturels régionaux. Les territoires éligibles sont ceux de la région Auvergne-Rhône-Alpes. Les candidatures peuvent être déposées sur le portail e-synergie après avoir contacté l'autorité de gestion pour vérifier l'éligibilité du projet.",NA,NA,"- Projets permettant l'adaptation des territoires, activités et milieux au changement climatique
- Projets visant à garantir un usage durable de la ressource en eau
- Candidats éligibles : collectivités territoriales, associations, établissements publics, chambres consulaires, syndicats professionnels, syndicats mixtes, parcs naturels régionaux
- Contactez l'autorité de gestion pour vérifier l'éligibilité du projet et être accompagné
- Déposez votre demande sur le portail e-synergie
- Téléchargez le Document de Mise en Œuvre (DOMO) correspondant",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-l-adaptation-aux-changements-climatiques-notamment-de-la-gestion
Soutenir les filières spécifiques (DOMO_TA_7.5.2.1),NA,"Le projet vise à soutenir les filières spécifiques du Massif Central, notamment le bois, le textile (dont le cuir et la laine) et la pierre. L'objectif est d'améliorer l'accès aux marchés pour les PME de la région en valorisant les ressources locales. Les candidats éligibles comprennent les collectivités territoriales, les associations, les établissements publics, les chambres consulaires, les syndicats professionnels, les instituts de recherche, les parcs naturels régionaux, les pôles d'innovation et les clusters. Les demandes d'aide doivent être déposées sur le portail e-synergie après avoir vérifié l'éligibilité du projet auprès de l'autorité de gestion.",NA,NA,"- Support specific sectors: wood, textile (including leather and wool), and stone
- Improve access to markets for SMEs
- Eligible applicants: local authorities, associations, public institutions, chambers of commerce, professional syndicates, applied research institutes, regional natural parks, innovation centers, competitiveness clusters, and SMEs
- Contact the managing authority to verify project eligibility before submitting an application
- Submit applications through the e-synergie portal",NA,NA,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-les-filieres-specifiques-domota7521
Développer l'immobilier d’entreprises (DOMO_TA_10.8.1.5),NA,"Permettre aux régions et aux personnes de faire face aux conséquences sociales, économiques, environnementales et en matière d’emploi de la transition vers les objectifs spécifiques de l’Union pour 2030 en matière d’énergie et de climat et vers une économie de l’Union neutre pour le climat à l’horizon 2050, sur la base de l’accord de Paris.",NA,NA,"- The project should address the social, economic, environmental, and employment consequences of transitioning to the Union's specific energy and climate objectives for 2030 and a climate-neutral economy by 2050, based on the Paris Agreement.
- Eligible candidates include territorial collectives, their groups and operators, the State, its agencies and public establishments, associations, SMEs, and research and knowledge dissemination organizations.
- Applicants must contact the managing authority before submitting their application to verify the eligibility of their project and receive assistance.
- The application must be submitted through the e-synergy portal.
- The project must be implemented in the Auvergne-Rhône-Alpes region.",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/developper-l-immobilier-d-entreprises-domota10815
Soutenir l'investissement dans la formation (DOMO_TA_10.8.1.4),NA,"Le projet vise à soutenir l'investissement dans la formation pour permettre aux régions et aux personnes de faire face aux conséquences de la transition vers les objectifs de l'Union pour 2030 en matière d'énergie et de climat et vers une économie neutre pour le climat à l'horizon 2050. Les candidats éligibles sont les collectivités territoriales, les PME, les associations, les établissements publics, les organismes de formation et les territoires éligibles. Le dépôt de candidature se fait sur le portail e-synergie.",NA,NA,"- The project aims to support investment in training and education.
- The project is open to various eligible candidates, including: local authorities, SMEs, associations, universities, and training centers.
- The project is focused on addressing the social, economic, environmental, and employment consequences of the transition towards the Union's energy and climate objectives.
- The project is part of the Regional FEDER/FSE+/FTJ 2021-2027 program.
- Applicants need to contact the managing authority to check the eligibility of their project and to receive support.
- Applications should be submitted through the e-synergie portal.
- The project is managed by the Regional Directorate of European Funds in Auvergne-Rhône-Alpes.",NA,"Contact information: 

Région Auvergne-Rhône-Alpes
101 cours Charlemagne
CS 20033
69269 LYON CEDEX 02
France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-l-investissement-dans-la-formation-domota10814
Accompagner l'écologie industrielle et territoriale (DOMO_TA_10.8.1.3),NA,"Permettre aux régions et aux personnes de faire face aux conséquences sociales, économiques, environnementales et en matière d’emploi de la transition vers les objectifs spécifiques de l’Union pour 2030 en matière d’énergie et de climat et vers une économie de l’Union neutre pour le climat à l’horizon 2050, sur la base de l’accord de Paris.",NA,NA,"- Permettre aux régions et aux personnes de faire face aux conséquences sociales, économiques, environnementales et en matière d'emploi de la transition vers les objectifs spécifiques de l'Union pour 2030 en matière d'énergie et de climat et vers une économie de l'Union neutre pour le climat à l'horizon 2050.
- Candidats éligibles: PME, collectivités territoriales, leurs groupements et leurs opérateurs, associations.
- Territoires éligibles.
- Contactez l'autorité de gestion avant tout dépôt de dossier pour vérifier l'éligibilité de votre projet et être accompagné.
- Date(s) de dépôt des candidatures: Ouvert.
- Déposez votre demande sur le portail e-synergie.",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/accompagner-l-ecologie-industrielle-et-territoriale-domota10813
Renforcer la compétitivité et la croissance des entreprises (DOMO_TA_10.8.1.2),NA,"Permettre aux régions et aux personnes de faire face aux conséquences sociales, économiques, environnementales et en matière d’emploi de la transition vers les objectifs spécifiques de l’Union pour 2030 en matière d’énergie et de climat et vers une économie de l’Union neutre pour le climat à l’horizon 2050, sur la base de l’accord de Paris.",NA,NA,"- Permettre aux régions et aux personnes de faire face aux conséquences sociales, économiques, environnementales et en matière d’emploi de la transition vers les objectifs spécifiques de l’Union pour 2030 en matière d’énergie et de climat et vers une économie de l’Union neutre pour le climat à l’horizon 2050, sur la base de l’accord de Paris.",NA,"Contact:
Région Auvergne-Rhône-Alpes | Direction des Fonds Européens
101 cours Charlemagne
CS 20033
69269 LYON CEDEX 02
France",https://www.europeenauvergnerhonealpes.fr/aides-europeennes/renforcer-la-competitivite-et-la-croissance-des-entreprises-domota10812
"Soutenir la recherche, le développement et l'innovation (DOMO_TA_10.8.1.1)",NA,"Le projet vise à soutenir la recherche, le développement et l'innovation dans la région Auvergne-Rhône-Alpes afin de faire face aux conséquences sociales, économiques, environnementales et en matière d'emploi de la transition vers les objectifs de l'Union européenne pour 2030 en matière d'énergie et de climat. Cela inclut la création d'une économie neutre pour le climat à l'horizon 2050, conformément à l'accord de Paris. Les candidats éligibles à ce projet comprennent les organismes de recherche et de diffusion des connaissances, les petites et grandes entreprises, ainsi que les pôles d'innovation qui ont une personnalité juridique propre.",NA,NA,"- The project aims to support research, development, and innovation related to the transition towards specific energy and climate objectives set by the European Union for 2030 and a climate-neutral economy by 2050.
- Eligible candidates include research and knowledge dissemination organizations, Small and Medium Enterprises (SMEs), Large Enterprises, and innovation clusters with legal personality.
- The project must be submitted through the e-synergie portal.
- Interested parties should contact the managing authority to verify project eligibility and receive support before submitting their application.",NA,Contactez la Région Auvergne-Rhône-Alpes | Direction des Fonds Européens.,https://www.europeenauvergnerhonealpes.fr/aides-europeennes/soutenir-la-recherche-le-developpement-et-l-innovation-domota10811
